logon_events,unique_pcs,successful_logons,failed_logons,emails_sent,avg_email_size,total_attachments,total_recipients,file_events,to_usb,from_usb
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,-0.369484710023891,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,-0.369484710023891,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,-0.369484710023891,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,-0.272561292037643,-0.3038701064493305,-0.4534000002769643,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,-0.295735401595802,-0.3038701064493305,0.736910823604998,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,1.3539533621909277,1.335724831878862,0.1417554116640168,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,-0.3024359271551428,-0.3038701064493305,0.736910823604998,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,1.2112678759069089,1.1683059535987876,-0.4534000002769643,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,-0.0707975216204395,-0.0786332996839846,0.1417554116640168,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,-0.1741235466381739,-0.1767084037918655,0.736910823604998,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,-0.369484710023891,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
-0.5284944267285371,-0.5284944267285371,-0.369484710023891,0.0,0.6640167030450196,-0.2908984670009801,-0.3038701064493305,0.1417554116640168,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
1.891971994445624,1.891971994445624,2.706471940165915,0.0,-1.4306731900682947,-0.3261841674299851,-0.3038701064493305,-1.0485554122179457,-0.3332808187524156,-0.1913306639849033,-0.2453919351374629
